cnt,OPENDATA_ID,GNG_CS,FD_CS,BZ_NM,TLNO,MBZ_HR,SEAT_CNT,PKPL,HP,PSB_FRN,BKN_YN,INFN_FCL,BRFT_YN,DSSRT_YN,MNU,SMPL_DESC,SBW,BUS,LOCATION,coordinate,lat,lon
42,1589,대구광역시 중구 봉산동 168-37,한식,늘푸른솔밭골,053-252-9233,11:30 ~ 24:00,228석(룸5),15대,없음,영어 ,가능,불가능,불가능,가능,"황제꽃갈비살(600g) 39,000원
솔밭골프리미엄세트(600g) 48,000원
생갈비살(600g) 36,000원
양념갈비살(600g) 36,000원
",쾌적한 공간에서 저렴하고 맛있는 갈비를 맛볼 수 있는 소갈비 전문점입니다.,지하철 2호선 경대병원역 2번 출구에서 도보로 약 504m,버스 정류장은 `봉산가구골목(서편)` 정류장이 가장 가깝습니다.,중구,"[35.8616713, 128.598876]",35.8616713,128.598876
43,1588,대구광역시 중구 동성로2가 67-4,일식,든해,070-5123-8825,11:00 ~ 21:00 (브레이크타임 15시~17시),9석,유료주차장,없음,가능한 외국어가 없습니다.,불가능,불가능,불가능,불가능,"규동 8,400원
호르몬동 11,900원
사케동 10,900원
유쾌동 10,900원
스테이크동 11,900원",`든해` 는 똑같은 일상 속에서 따뜻한 공간에서 정갈한 밥을 먹고 갈 수 있는 곳을 추구하는 일본 덮밥 전문점입니다.,지하철 1호선 중앙로역 2번 출구에서 도보로 263m,버스 정류장은 `CGV대구한일앞` 정류장이 가장 가깝습니다.,중구,"[35.869901, 128.5963976]",35.869901,128.5963976
44,1587,대구광역시 중구 계산동2가 178,한식,더콩스,053-423-7111,11:00 ~ 21:00,56석,유료주차장,없음,영어 일본어 중국어 &lt;BR&gt;,가능,불가능,불가능,가능,"사골순두부짬뽕 7,500원
순두부들깨백반 7,500원
맷돌 콩국수 8,500원
두부고기덮밥 8,000원",`더콩스` 는 건강한 국산콩으로 만든 다양한 음식을 즐길 수 있는 콩 요리 전문점입니다.,"지하철 1호선, 2호선 반월당역 18번 출구에서 232m이며, 도보로 약 4분 거리.",버스 정류장은 `약령시입구` 정류장이 가장 가깝습니다.,중구,"[35.8666616, 128.5896564]",35.8666616,128.5896564
45,1583,대구광역시 중구 삼덕동2가 264,한식,삼덕골남원추어탕,053-423-4428,11:00 ~ 20:00,60석(룸3),3대,없음,영어 중국어 &lt;BR&gt;,가능,불가능,불가능,가능,"추어탕 9,000원
통추어탕 10,000원
추어튀김 15,000원",`삼덕골 남원추어탕` 은 구수한 보양식인 추어탕 전문점입니다.,"지하철 2호선 경대병원역 4번 출구에서 207m 이며, 도보로 약 2분 거리.",버스 정류장은 `경북대학교병원앞` 정류장이 가장 가깝습니다.,중구,"[35.8646487, 128.6034881]",35.8646487,128.6034881
46,1567,대구광역시 중구 종로1가 34-2,디저트/베이커리,에스파스 베이커리,053-267-7788,07:30 ~ 01:00 (금/토/일 02:00까지),36석,없음,없음,영어 ,가능,불가능,불가능,불가능,"에스파스 시그니쳐 슈가바사삭 3,700원
인절미빵 3,000원
버터프레첼 3,500원
앙버터 4,400원 
마늘송이 3,800원 
딸기잼소라파이 3,300원",`에스파스 베이커리`는 유럽풍 베이커리 카페입니다. 정직한 재료만 엄선하여 빵을 만들고 있습니다.,"지하철 1호선 중앙로역 1번 출구에서 335m이며, 도보로 약 5분 거리.",버스 정류장은 `만경관건너` 정류장이 가장 가깝습니다.,중구,"[35.8704222, 128.5910519]",35.8704222,128.5910519
47,1558,대구광역시 중구 교동 62-1,한식,강산면옥(교동점),053-425-0840,11:00 ~ 21:00,100석(룸2),없음,www.kangsanfood.com,영어 ,가능,불가능,불가능,가능,"물냉면 10,000원
비빔냉면 10,000원
강산직원냉면 11,000원
김치마리냉면 11,000원
회냉면 12,000원
겨울비빔냉면 13,000원
온면 10,000원 
쟁반냉면 28,000원 
만둣국 8,000원
동그릇 비빔밥 8,500원 
돌솥 비빔밥 9,000원 
장국밥 10,000원 
한우 불고기정식 11,000원 
한우 갈비탕 13,000원 
한우 갈비찜정식 19,000원
강산 세트류 21,000원 ~ 54,000원 
강산 고기류 12,000원 ~ 54,000원",대구지역 최초로 평양식 냉면 전문점을 개업한 `강산면옥`은 2012년 [한국인이 사랑하는 오래된 한식당 100선]에 선정된 전통있는 평양식 냉면 전문점입니다.,지하철 1호선 중앙로역 1번 출구에서 도보로 약 6분 거리,버스 정류장은 `대구역건너` 정류장이 가장 가깝습니다.,중구,"[35.873644, 128.5964212]",35.873644,128.5964212
48,1551,대구광역시 중구 종로2가 53-4,한식,이조명가한우,053-422-8898,17:00 ~ 24:00,40석,없음,없음,가능한 외국어가 없습니다.,,불가능,불가능,가능,"한우한마리(300g) 45,000원 
안창(300g) 66,000원 
꽃갈비 한접시(300g) 54,000원 
한우 차돌박이(100g) 12,000원
",한우 전문점 [이조명가한우]는 1+등급의 한우 갈비 전문점입니다.,"지하철 1호선, 2호선 반월당역 15번 출구에서 도보로 약 4분 거리.","버스 정류장은 `약령시건너(동성로입구), 약령시앞` 정류장이 가장 가깝습니다.",중구,"[35.8686559, 128.591908]",35.8686559,128.591908
49,1546,대구광역시 중구 봉산동 127-1,한식,가미정샤보리,0507-1388-5556,11:00 ~ 21:00,28석,유료주차장,없음,영어 중국어 &lt;BR&gt;,가능,불가능,불가능,가능,"소고기 부채살 손수제비 샤브 9,500원 
소고기 부채살 쌈밥 샤브 9,500원 
소고기 부채살 월남쌈 샤브 10,000원 
해물 야채 샤브 10,000원 
",중구 반월당 매트리프라자 지하에 위치한 [가미정샤보리]는 베트남 월남쌈과 함께 샤브샤브 즐길 수 있는 샤브샤브 전문점입니다.,지하철 1호선/2호선 반월당역 10번 출구 도보로 약 4분 거리.,버스 정류장은 `경대사대부설고등학교앞` 정류장이 가장 가깝습니다.,중구,"[35.86497689999999, 128.5960695]",35.86497689999999,128.5960695
50,1545,대구광역시 중구 문화동 1-3,한식,교동명가국밥,053-256-2508,09:00 ~ 21:00,50석,없음,없음,가능한 외국어가 없습니다.,가능,불가능,불가능,가능,"돼지국밥 7,000원
순대국밥 7,000원
삼계탕 12,000원
갈치찌개(2인기준) 16,000원
돼지갈비찜(2인기준) 25,000원
돼지두루치기(2인기준) 15,000원
돼지찌개(2인기준) 16,000원
돈까스 7,000원
치즈돈까스 8,000원 
소고기국밥 7,000원
갈비탕 8,000원
오리불고기 25,000원 ~ 45,000원
삼겹살(130g) 9,000원
오징어튀김 8,000원
두부김치 8,000원
정구지전 5,000원
동태전 8,000원 
새우(10미) 10,000원","돼지국밥 전문점으로 시작한 [교동명가]는 돼지국밥 순대국밥 외 돈까스, 오리불고기, 갈치찌개 등 다양한 한식,경양식도 판매하고 있는 음식점입니다.",지하철 1호선 중앙로역 3번 출구에서 도보로 약 6분 거리.,버스 정류장은 `대구역건너` 정류장이 가장 가깝습니다.,중구,"[35.8730506, 128.5975707]",35.8730506,128.5975707
51,1439,대구광역시 중구 대봉동 18-8,세계요리,인도가는길,053-431-1313,11:30 ~ 22:00,60석,가게 앞 3대,waytoindia2000.modoo.at,영어 ,가능,불가능,불가능,불가능,"[채식 메뉴 주문가능 - 야채 커리, 달 커리(렌틸콩), 시금치 커리, 단호박 커리, 야채브리야니 등] 

치킨 커리 11,000원 
소고기 커리 12,000원 
새우 커리 14,000원 
야채 커리 10,000원 
달 커리[렌틸콩] 12,000원 
시금치 커리 11,000원 
버섯 시금치 커리 12,000원 
돈까스 커리 13,000원 
단호박 커리 12,000원 
탄두리 치킨(한마리) 21,000원 
샐러드 15,000원 ~ 19,000원 
라이스&amp;난 2,000원 ~ 4,000원 
파스타 13,000원 ~ 14,000원 
브리야니 11,000원 ~ 14,000원
","[인도가는길]은 인도 정통의 커리를 맛볼 수 있는 곳으로 커리와 함께 파스타, 브리야니(인도식 볶음밥) 등 다양한 인도 음식의 풍미와 분위기를 즐기실 수 있습니다.","가장 가까운 지하철은 2호선 경대병원역 3번 출구에서 약 240m이며, 도보로 약 4분 거리입니다.",버스 정류장은 `청구타운건너` 정류장이 가장 가깝습니다.,중구,"[35.8612136, 128.6046091]",35.8612136,128.6046091
52,1437,대구광역시 중구 봉산동 144-2,디저트/베이커리,OHB행복빵,053-423-0010,08:00 ~ 21:30,30석(룸1),없음,없음,가능한 외국어가 없습니다.,가능,불가능,불가능,불가능,"[채식빵 주문가능 - 전 메뉴 채식빵]

율무식빵 5,500원
호떡빵 3,000원
부시맨빵 3,000원
찰빵 4,500원
모닝빵 3,000원
맘모스 5,500원
블루베리 3,000원
녹차깨빵 3,000원
크랜베리 3,000원
상투과자 3,500원 
",[OHB행복빵]은 밀가루 대신 현미를 사용하고 한약재까지 넣은 자연발효 쌀빵입니다. 성인병 예방과 여성 다이어트도 효과가 좋은 대구한의대 명예총장 변정환 한의사가 고안해 만든 건강한 빵입니다.,"지하철 2호선 반월당역 9번 출구에서 약 100m이며, 도보로 약 2분 거리입니다.",버스 정류장은 `봉산문화거리앞` 정류장이 가장 가깝습니다.,중구,"[35.8645427, 128.5971016]",35.8645427,128.5971016
53,1418,대구광역시 중구 봉산동 137-19,한식,시목약선한정식,053-558-3334,11:30 ~ 20:30,44석(룸2),없음,없음,가능한 외국어가 없습니다.,가능,불가능,불가능,가능,"[채식메뉴 주문가능 - 장수밥상, 연향밥상 등]

장수밥상 25,000원 
연향밥상 15,000원 
연잎밥 추가 20,000원 

[점심특선]
시목밥상 9,000원 
연잎밥추가 14,000원","화학 조미료를 사용하지 않는 자연을 담은 밥상을 만날 수 있는 사찰음식, 비건채식 전문점입니다.","지하철 1호선 반월당역 9번 출구 약 100m이며, 도보로 약 1분 거리입니다.",버스 정류장은 `봉산문화거리앞` 정류장이 가장 가깝습니다.,중구,"[35.864359, 128.5967182]",35.864359,128.5967182
54,1417,대구광역시 중구 남산동 2267-34,한식,미성당(본점),053-255-0742,10:30 ~ 21:00,28석,없음,없음,가능한 외국어가 없습니다.,불가,불가능,불가능,불가능,"[채식메뉴 - 납작만두]

납작만두 (小) 3,500원 (大) 4,000원 
쫄면 4,500원 
우동 4,000원 
라면 3,500원
음료수 1,500원",대구 10味 납작 만두로 유명한 [미성당]은 50년 전통의 맛으로 미성당 `납작만두`의 원조로 유명한 곳입니다.,"지하철은 3호선 남산역 2번 출구 약 260m이며, 도보로 약 4분 거리입니다.",버스 정류장은 `계명대학교대명캠퍼스건너` 정류장이 가장 가깝습니다.,중구,"[35.8574696, 128.5808438]",35.8574696,128.5808438
55,1412,대구광역시 중구 계산동1가 80,한식,거창식당,053-253-6699,10:00 ~ 22:00,80석(룸2),6대,없음,가능한 외국어가 없습니다.,가능,불가능,불가능,가능,"복어찜 은복 40,000원 ~ 50,000원 
복어찜 밀복 53,000원 ~ 68,000원 
아구찜 40,000원 ~ 50,000원 
은복불고기(1인분) 13,000원 
밀복불고기(1인분) 20,000원 
돌판밀복수육 68,000원 
복튀김 30,000원 
복껍질 15,000원 
특선연요리정식(1인) 20,000원",[거창복어]는 복어 요리 전문점입니다. 복어 요리와 더불어 `특선연요리정식`도 함께 즐기실 수 있습니다.,"지하철은 3호선 서문시장역 1번 출구 약 530m이며, 도보로 약 8분 거리입니다.",버스 정류장은 `매일신문사건너` 정류장이 가장 가깝습니다.,중구,"[35.8689982, 128.5866175]",35.8689982,128.5866175
56,1403,대구광역시 중구 대봉동 11-49,한식,방천가족족발,053-252-1481,15:00 ~ 24:00,172석,김광석길 공영주차장(유료),없음,영어 ,가능,불가능,불가능,불가능,"가족족발 20,000원 ~ 35,000원 
매운 불족발 25,000원 
족발과 쟁반국수 세트 23,000원 ~ 43,000원
족발과 웰빙 짱아찌 세트 23,000원 ~ 43,000원
족발(추가) 12,000원 
주먹밥 3,000원 
쟁반국수 12,000원 (추가) 8,000원 
웰빙장아찌(명이나물,곰취,부추) 12,000원",[방천가족족발]은 김광석거리 내 방천시장에 위치한 국내산 장족발만 엄선하여 사용하고 있는 맛있는 족발 전문점입니다.,"지하철은 2호선 경대병원역 3번 출구 약 510m이며, 도보로 약 6분 거리입니다.",버스 정류장은 `방천시장(김광석길)앞` 정류장이 가장 가깝습니다.,중구,"[35.86183390000001, 128.6060079]",35.86183390000001,128.6060079
57,1392,대구광역시 중구 장관동 43-2,한식,약전삼계탕,053-253-2473,09:00 ~ 21:00,128석,없음,없음,영어 중국어 &lt;BR&gt;,가능,불가능,불가능,가능,"송이한방삼계탕 22,000원 
능이한방삼계탕 18,000원 
한방삼계탕 15,000원
",[약전삼계탕]은 [대구약령시] 인근 위치한 삼계탕 전문점으로 한약재를 우려낸 국물에 닭을 고아낸 한방 삼계탕을 맛볼 수 있는 음식점입니다.,"지하철 1호선/2호선 반월당역 18번 출구 약 380m 도보로 약 6분 거리.
",버스 정류장은 `약령시입구` 정류장이 가장 가깝습니다.,중구,"[35.868828, 128.5902749]",35.868828,128.5902749
58,1391,대구광역시 중구 대봉동 14-11,한식,대한뉴스,053-423-3990,17:00 ~ 24:00 (주말 12:00 ~ 24:00),170석,없음,없음,가능한 외국어가 없습니다.,가능,불가능,불가능,불가능,"숙성한우등심(100g) 22,000원 
한우꽃갈비(100g) 25,000원 
숙성한우갈빗살(100g) 19,000원 
한우 특수부위(100g) 25,000원 
한우육회(200g) 25,000원
",[대한유스]는 1++(투플러스)한우만 엄선하여 30일 정도 숙성시켜 판매하는 원조 숙성 한우 돌판 직화구이 전문점입니다.,지하철 2호선 경대병원역 3번 출구 약 410m 도보로 약 6분 거리,버스 정류장은 `방천시장(김광석길)앞` 정류장이 가장 가깝습니다.,중구,"[35.8620038, 128.6053836]",35.8620038,128.6053836
59,1390,대구광역시 중구 동인동1가 234-4,한식,진성식당,053-423-3141,09:00 ~ 20:00,52석(룸3),없음,없음,영어 일본어 ,가능,불가능,불가능,가능,"추어탕 7,000원
산채비빔밥 6,000원
소곱창전골(국내산) 9,000원 
김치찌개(2인분이상) 6,000원 
메기매운탕 20,000원 ~ 25,000원",[진성식당]은 100% 국내산 추어탕만 사용하고 있는 경상도식 추어탕 전문점입니다.,"지하철 1호선 칠성시장역 3번 출구 약 800m이며, 도보로 약 12분 거리.",버스 정류장은 `대구광역시청앞` 정류장이 가장 가깝습니다.,중구,"[35.8713091, 128.6023061]",35.8713091,128.6023061
60,1267,대구광역시 중구 삼덕동3가 175-6,한식,막창도둑 삼덕점,053-255-8892,16:00 ~ 02:00,56석,2대,makchangdodook.com/,영어 일본어 ,가능,불가능,불가능,가능,"돼지생막창(150g) 9,000원  
소막창(150g) 15,000
원삼겹살(150g) 10,000원 
오돌뼈(150g) 9,000원 
불닭발(200g) 11,000원 
소갈비살(120g) 10,000원 
차돌박이(150g) 9,000원 
도둑고기(500g) 24,000원 
옛날도시락 4,000원
",[막창도둑 삼덕점]은 프랜차이즈 막창 전문점으로 생과일 숙성막창을 두번 구운 참숯을 사용해 유해물질을 완전히 제거하여 안심하고 드실 수 있는 막창 전문점입니다.,"지하철은 2호선 경대병원역 4번 출구 방면으로 약 880m이며, 도보로 약 13분 거리입니다.",버스 정류장은 `방천시장(김광석길)건너` 정류장이 가장 가깝습니다.,중구,"[35.865611, 128.6085535]",35.865611,128.6085535
61,1259,대구광역시 중구 덕산동 124-29,디저트/베이커리,르폴뒤,053-426-3006,10:00 ~ 23:00,30석,없음,blog.naver.com/lepouldu,영어 중국어 &lt;BR&gt;,가능,불가능,불가능,불가능,"타르트(딸기,자몽) 5,900 ~ 35,000원 
딸기치즈케이크 35,000원
후레지애 30,000원
커스터드 크루아상 3,600원
말차 크루아상 3,600원
쇼콜라 크루아상 3,600원 
아몬드 크루아상 3,200원 
쇼콜라 컵케익 4,500원
딸기 생크림 브레드 4,800원 
아메리카노 3,500원
초코라떼 4,800원
아인슈패너 5,000원
주스(딸기,자몽,청포도,레몬티) 5,000원 ~ 6,000원",르폴뒤는 제대로 된 크로아상을 맛볼 수 있는 대구 속 작은 프랑스 베이커리 카페입니다.,"지하철은 1,2호선 반월당역 12번 출구 약 300m이며, 도보로 약 5분 거리입니다.",버스 정류장은 `2호선반월당역1` 정류장이 가장 가깝습니다.,중구,"[35.8664563, 128.594908]",35.8664563,128.594908
